,asin,url,category,rank,title,price,review_count,rating
259,B08DSS7Y2M,https://www.amazon.com/dp/B08DSS7Y2M,CDs & Vinyl,#20,N/A,$32.99,Taylor Swift,4.7 out of 5 stars
260,B0FPSVHZN2,https://www.amazon.com/dp/B0FPSVHZN2,CDs & Vinyl,#21,N/A,$35.99,Tame Impala,N/A
261,B00JVQ7RHI,https://www.amazon.com/dp/B00JVQ7RHI,CDs & Vinyl,#22,N/A,$21.90,"11,199",4.8 out of 5 stars
262,B077GT29HM,https://www.amazon.com/dp/B077GT29HM,CDs & Vinyl,#23,N/A,$49.99,"12,209",4.8 out of 5 stars
263,B0FNSCX7GZ,https://www.amazon.com/dp/B0FNSCX7GZ,CDs & Vinyl,#24,N/A,$70.99,Bruce Springsteen,N/A
264,B0F2Z55C8N,https://www.amazon.com/dp/B0F2Z55C8N,CDs & Vinyl,#25,N/A,$14.79,Brandon Lake,4.8 out of 5 stars
265,B00K3Q0T02,https://www.amazon.com/dp/B00K3Q0T02,CDs & Vinyl,#26,N/A,N/A,230,4.9 out of 5 stars
266,B002Y1OAJU,https://www.amazon.com/dp/B002Y1OAJU,CDs & Vinyl,#27,N/A,$21.97,Vince Guaraldi Trio,4.9 out of 5 stars
267,B0FT44Y8JL,https://www.amazon.com/dp/B0FT44Y8JL,CDs & Vinyl,#28,Hazbin Hotel: Season Two (Original Soundtrack) - Vox Face Lenticular Cover Vinyl (Amazon Exclusive),N/A,Hazbin Hotel,N/A
268,B0B4K1C35R,https://www.amazon.com/dp/B0B4K1C35R,CDs & Vinyl,#29,N/A,$18.99,Vince Guaraldi Trio,4.8 out of 5 stars
269,B0CFM79D7Y,https://www.amazon.com/dp/B0CFM79D7Y,CDs & Vinyl,#30,N/A,$37.26,Taylor Swift,4.8 out of 5 stars
270,B0FDQH511S,https://www.amazon.com/dp/B0FDQH511S,Cell Phones & Accessories,#1,"Ailun 3 Pack Screen Protector for iPhone 17 Pro Max [6.9 inch] + 3 Pack Camera Lens Protector with Installation Frame,Dynamic Island Compatible,Case Friendly[Not for iPhone 17/17 Pro/iPhone Air]",$8.98,"371,920",4.5 out of 5 stars
271,B0CCYM3F1V,https://www.amazon.com/dp/B0CCYM3F1V,Cell Phones & Accessories,#2,"Ailun Screen Protector for iPhone 16 / iPhone 15 / iPhone 15 Pro [6.1 Inch] Display 3 Pack Tempered Glass, Dynamic Island Compatible, Case Friendly [Not for iPhone 16 Pro 6.3 Inch].",$5.98,"1,080,249",4.6 out of 5 stars
272,B0FH655984,https://www.amazon.com/dp/B0FH655984,Cell Phones & Accessories,#3,"SUPFINE Magnetic for iPhone 17 Pro Max Case (Compatible with MagSafe)(Military Grade Drop Protection) Translucent Matte Shockproof with Anti-Fingerprint Phone Cover 2025,Black",$9.99,"33,636",4.6 out of 5 stars
273,B0FDQH15KW,https://www.amazon.com/dp/B0FDQH15KW,Cell Phones & Accessories,#4,"Ailun 3 Pack for iPhone 17 Pro Max Privacy Screen Protector [6.9 inch]+ 3 Pack Camera Lens Protector with Installation Frame,Dynamic Island Compatible,Anti Spy Tempered Glass[9H Hardness]-HD",$9.98,"122,948",4.4 out of 5 stars
274,B0FCY7L7SZ,https://www.amazon.com/dp/B0FCY7L7SZ,Cell Phones & Accessories,#5,"ESR for iPhone 17 Pro Max Case, Camera Control, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 17 Pro Max, Classic Hybrid Case, Clear",$9.99,"132,723",4.6 out of 5 stars
275,B0FDQ3PWCX,https://www.amazon.com/dp/B0FDQ3PWCX,Cell Phones & Accessories,#6,N/A,$5.69,N/A,N/A
276,B0F8VZ7QVX,https://www.amazon.com/dp/B0F8VZ7QVX,Cell Phones & Accessories,#7,"NEW'C 3 Pack Designed for iPhone 17, 17 Pro, iPhone 16 Pro Screen Protector (6.3 inches), Enhanced Tempered Glass Protection with easy installation tool included,Case Friendly Ultra Resistant",$7.89,"228,301",4.5 out of 5 stars
277,B0FH4V325T,https://www.amazon.com/dp/B0FH4V325T,Cell Phones & Accessories,#8,"Temdan for iPhone 17 Pro Max Case Clear with Screen Protector, [Compatible with Magsafe][Anti-Yellowing][Military-Grade Protection] Shockproof Slim Magnetic Phone Case Cover, Transparent",$5.02,"9,493",4.6 out of 5 stars
278,B0F1TNK61D,https://www.amazon.com/dp/B0F1TNK61D,Cell Phones & Accessories,#9,"Miracase Magnetic for iPhone 16e Case Full-Body Phone with Built-in Glass Screen Protector, [Compatible with MagSafe] Military Drop Proof 16 E Cover Bumper 6.1 inch, Black",$16.09,"95,226",4.3 out of 5 stars
279,B09F2JY5FF,https://www.amazon.com/dp/B09F2JY5FF,Cell Phones & Accessories,#10,Ailun Privacy Screen Protector for iPhone 16e / iPhone 14 / iPhone 13 / iPhone 13 Pro [6.1 Inch] 2 Pack Anti Spy Private Tempered Glass Anti-Scratch Case Friendly [Not for iPhone 16 6.1 Inch],$6.98,"153,590",4.4 out of 5 stars
280,B0FH4ZWQ6X,https://www.amazon.com/dp/B0FH4ZWQ6X,Cell Phones & Accessories,#11,PEHAEL 3+3Pack for iPhone 17 Pro Max Privacy Screen Protector with Camera Lens Protector Full Coverage Anti-Spy Tempered Glass Film 9H Hardness Easy Installation Bubble Free [6.9 inch],$7.99,"154,603",4.4 out of 5 stars
281,B09KR8P3L5,https://www.amazon.com/dp/B09KR8P3L5,Cell Phones & Accessories,#12,iPhone 17 16 15 Charger Fast Charging Type C Chargers USB C Charger Block iPhone 17 16 15 Air Pro Max Chargers with 6FT Cable for iPhone 17/17 Plus/17 Pro Max/16/16 Plus/16 Pro Max/15 Pro Max/iPad Pro,$9.90,"25,892",4.4 out of 5 stars
282,B0FDKLG8TP,https://www.amazon.com/dp/B0FDKLG8TP,Cell Phones & Accessories,#13,TOCOL for iPhone 17 Pro Screen Protector 6.3 inch 9H Hardness Military Grade Shatterproof HD Tempered Glass for Full Coverage Easy Installation Compatible With Sim Card Case Friendly 2 Pack,$9.98,"26,005",4.4 out of 5 stars
283,B0DFVB13XF,https://www.amazon.com/dp/B0DFVB13XF,Cell Phones & Accessories,#14,"Misxi 2 Pack Tempered Glass Case Compatible for Apple Watch Series 11 (2025) Series 10 46mm, Hard PC Screen Protector Overall Protection Ultra-Thin Lightweight Scratch-Resistant Cover for iWatch, Black",$9.96,"183,135",4.4 out of 5 stars
284,B0FFGN9G5B,https://www.amazon.com/dp/B0FFGN9G5B,Cell Phones & Accessories,#15,"Mkeke for iPhone 17 Pro Max Case Clear, [Not Yellowing] [Military-Grade Drop Protection] Protective Clear for Apple 17 Pro Max Case with Shockproof Bumper 2025",$9.99,"126,334",4.7 out of 5 stars
285,B08P25VBY1,https://www.amazon.com/dp/B08P25VBY1,Cell Phones & Accessories,#16,"iPhone Charger Fast Charging,[MFi Certified] 2Pack 20W Type C Fast Charger Block with 6FT USB C to Lightning Cable Compatible for iPhone 14/13/12/11 Pro Max/Xs Max/XR/X,iPad（White）",N/A,"32,065",4.4 out of 5 stars
286,B0FDKWQF6V,https://www.amazon.com/dp/B0FDKWQF6V,Cell Phones & Accessories,#17,"TOCOL for iPhone 17 Pro Max Case, Compatible with Magsafe, Full Camera Protection, Built-in Magnetic Ring, Translucent Matte Phone Case for iPhone 17 ProMax 6.9 inch (Black)",$9.99,"26,356",4.6 out of 5 stars
287,B0B768XC42,https://www.amazon.com/dp/B0B768XC42,Cell Phones & Accessories,#18,"Ailun 3 Pack Camera Lens Protector for iPhone 16 Pro / 14 Pro & iPhone 16 Pro Max / 14 Pro Max,Tempered Glass,9H Hardness,Anti-Scratch,Case Friendly[Does not Affect Night Shots]",$5.98,"47,132",4.4 out of 5 stars
288,B0FFG91P61,https://www.amazon.com/dp/B0FFG91P61,Cell Phones & Accessories,#19,"TAURI for iPhone 17 Pro Max Case, Full Camera Protection with Screen Protector, Anti-Yellowing Military-Grade Protection Shockproof Slim Phone Case for iPhone 17 ProMax, Clear",$9.99,"70,594",4.6 out of 5 stars
289,B0DHYJ9CGH,https://www.amazon.com/dp/B0DHYJ9CGH,Cell Phones & Accessories,#20,"Temdan for Travel Essentials,3 in 2 USB C Cable for Apple Watch Charger/iPhone 17 Charger/Lightning,Multi Charging Cable Cord,Vacation Camping Essentials,Portable Designed for iWatch &iPhone 16-12-4FT",$8.49,"4,638",4.3 out of 5 stars
290,B07P29XQR4,https://www.amazon.com/dp/B07P29XQR4,Cell Phones & Accessories,#21,"​​​​PopSockets Phone Grip with Expanding Kickstand, Adhesive Grip - Black",$9.97,"92,643",4.5 out of 5 stars
291,B0C8HHV9DK,https://www.amazon.com/dp/B0C8HHV9DK,Cell Phones & Accessories,#22,"Anker iPhone 17/16 Charger, 2-Pack 20W Fast USB C Charger Block, for iPhone 16/16 Pro Max/15 Series/iPad Pro and More (Black, 2 Pack & 2 Cable)",N/A,"21,886",4.6 out of 5 stars
292,B0FDWR2PPG,https://www.amazon.com/dp/B0FDWR2PPG,Cell Phones & Accessories,#23,"CANSHN Magnetic Compatible with iPhone 17 Pro Case, Upgraded [Full Camera Protection] [Compatible with Magsafe] [Translucent Matte] Shockproof Protective Phone Cover 6.3 Inch - Deep Blue",N/A,"36,788",4.6 out of 5 stars
293,B0D84YX465,https://www.amazon.com/dp/B0D84YX465,Cell Phones & Accessories,#24,"Spigen AluminaCore Tempered Glass Screen Protector [Glas.tR EZ Fit] designed for iPhone 17 Pro | iPhone 17 | iPhone 16 Pro [2 Pack] 9H+ Hardness, Aluminum-Enhanced Durability",$19.99,"120,211",4.5 out of 5 stars
294,B0DN1S1YLV,https://www.amazon.com/dp/B0DN1S1YLV,Cell Phones & Accessories,#25,"ANDERY Car Phone Holder for Magsafe [78+LBS Strongest Suction & 2400gf Magnetic] 360° Adjustable Car Phone Mount, Phone Holders for Your Car for iPhone 17 Pro Max 16 15 14 13 12 Air Plus, Carbon Fiber",$26.96,"12,031",4.5 out of 5 stars
295,B0FC2CRDPV,https://www.amazon.com/dp/B0FC2CRDPV,Cell Phones & Accessories,#26,"ESR 3 Pack for iPhone 17 Pro Max Screen Protector, Military-Grade Shatterproof, 9H Hardness, Full Coverage Tempered Glass with Ultra Fit Tray",$9.99,"34,417",4.4 out of 5 stars
296,B0B283QP2N,https://www.amazon.com/dp/B0B283QP2N,Cell Phones & Accessories,#27,"iPhone Charger Fast Charging 2 Pack Type C Wall Charger Block with 2 Pack [6FT&10FT] Long USB C to Lightning Cable for iPhone 14/13/12/12 Pro Max/11/Xs Max/XR/X,AirPods Pro",N/A,"38,312",4.4 out of 5 stars
297,B0FQFBBC76,https://www.amazon.com/dp/B0FQFBBC76,Cell Phones & Accessories,#28,Apple iPhone 17 Pro Max TechWoven Case with MagSafe - Black ​​​​​​​,N/A,739,4.3 out of 5 stars
298,B0CB1FW5FC,https://www.amazon.com/dp/B0CB1FW5FC,Cell Phones & Accessories,#29,"INIU Portable Charger, Ultra Slim 10000mAh 45W PD Power Bank, USB C in&Out Fast Charging Battery Pack, Travel Essential Phone Powerbank Compatible with iPhone 17 16 15 Samsung S22 S21 Google iPad etc",N/A,"68,178",4.5 out of 5 stars
299,B0831BF1FH,https://www.amazon.com/dp/B0831BF1FH,Cell Phones & Accessories,#30,"Stylus Pen for iPad 6th-11th Generation-2X Fast Charge Active Pencil Compatible with 2018-2025 Apple iPad Pro 11""/12.9""/M4, iPad Air 3/4/5/M2/M3,iPad mini 5/6 Gen-White",$17.99,"95,401",4.4 out of 5 stars
300,B00JUM3FXI,https://www.amazon.com/dp/B00JUM3FXI,"Clothing, Shoes & Jewelry",#1,"Hanes EcoSmart Hoodie, Midweight Fleece, Pullover Hooded Sweatshirt for Men",$8.73,"160,976",4.5 out of 5 stars
301,B00HB6MCSO,https://www.amazon.com/dp/B00HB6MCSO,"Clothing, Shoes & Jewelry",#2,"SZIVYSHI Corset Tops for Women, Bustier Shapewear Lingerie, Lace Waist Push Up Bodysuit",N/A,"6,618",4.4 out of 5 stars
302,B00NOY3MMW,https://www.amazon.com/dp/B00NOY3MMW,"Clothing, Shoes & Jewelry",#3,"Hanes Men's Beefy-t T-Shirt, Heavyweight Cotton Tee, 1 Or 2 Pack, Big & Tall",$3.97,"57,770",4.5 out of 5 stars
303,B0CYZM5RSM,https://www.amazon.com/dp/B0CYZM5RSM,"Clothing, Shoes & Jewelry",#4,ANRABESS Women Long Sleeve Shirts Rib Knit Slim Fit Tops Basic Tee 2025 Fall Outfits Casual T-Shirt Underscrubs Layer Clothes,$9.99,"4,154",4.6 out of 5 stars
304,B072QRN7HR,https://www.amazon.com/dp/B072QRN7HR,"Clothing, Shoes & Jewelry",#5,"Hanes Men's EcoSmart Fleece, Pullover Crewneck Sweatshirt, 1 or 2 Pack",$8.39,"128,486",4.6 out of 5 stars
305,B0891SVRD6,https://www.amazon.com/dp/B0891SVRD6,"Clothing, Shoes & Jewelry",#6,High Waisted Leggings for Women - No See Through Tummy Control Cycling Workout Yoga Pants with Pockets Reg & Plus,$5.69,"27,907",4.2 out of 5 stars
306,B07ZTD3JZH,https://www.amazon.com/dp/B07ZTD3JZH,"Clothing, Shoes & Jewelry",#7,"EVERSWE Women's 80 Den Soft Opaque Tights, Women's Tights",$7.99,"16,051",4.5 out of 5 stars
307,B0BVFDH9CP,https://www.amazon.com/dp/B0BVFDH9CP,"Clothing, Shoes & Jewelry",#8,SINOPHANT High Waisted Leggings for Women - Full Length Capri Buttery Soft Yoga Pants for Workout Athletic,$6.35,"16,040",4.4 out of 5 stars
308,B0D77M8GYY,https://www.amazon.com/dp/B0D77M8GYY,"Clothing, Shoes & Jewelry",#9,"COSUSKET Snug Fit Unisex Adult Onesie Pajamas, Flannel Cosplay Animal One Piece Halloween Costume Sleepwear Homewear",$29.99,"7,535",4.7 out of 5 stars
309,B086KSDTQ4,https://www.amazon.com/dp/B086KSDTQ4,"Clothing, Shoes & Jewelry",#10,"Hanes Boxer Briefs, Cool Dri Moisture-Wicking Underwear, Cotton No-Ride-up for Men, Multi-Packs Available",$23.96,"170,811",4.5 out of 5 stars
310,B00JUM4CT4,https://www.amazon.com/dp/B00JUM4CT4,"Clothing, Shoes & Jewelry",#11,"Hanes, Ecosmart Fleece Full-zip Hoodie for Men, Hooded Sweatshirt",N/A,"82,281",4.5 out of 5 stars
311,B0D8FJVTBG,https://www.amazon.com/dp/B0D8FJVTBG,"Clothing, Shoes & Jewelry",#12,OEAK Womens Deep V Bras Wireless Comfortable Bra Supportive No Underwire Bras Tshirt Push Up Bralettes Plunge Seamless Bra,$19.99,"4,649",4.2 out of 5 stars
312,B09P1GB319,https://www.amazon.com/dp/B09P1GB319,"Clothing, Shoes & Jewelry",#13,"CRZ YOGA Butterluxe High Waisted Lounge Legging 25"" - Buttery Soft Workout Yoga Pants for Women",$40.36,"14,521",4.6 out of 5 stars
313,B08YHLVJN3,https://www.amazon.com/dp/B08YHLVJN3,"Clothing, Shoes & Jewelry",#14,"Fruit of the Loom Eversoft Fleece Elastic Bottom Sweatpants with Pockets, Relaxed Fit, Moisture Wicking, Breathable",$12.92,"63,624",4.4 out of 5 stars
314,B075JW7CCH,https://www.amazon.com/dp/B075JW7CCH,"Clothing, Shoes & Jewelry",#15,Amazon Essentials Men's Fleece Open Bottom Sweatpant (Available in Big & Tall),$12.90,"56,036",4.4 out of 5 stars
315,B0CKZ4ZWYG,https://www.amazon.com/dp/B0CKZ4ZWYG,"Clothing, Shoes & Jewelry",#16,"SINOPHANT High Waisted Leggings with Pockets Women, Full Length Capri Buttery Soft Stretchy Yoga Pants",$6.39,"5,154",4.3 out of 5 stars
316,B07JDFPQTC,https://www.amazon.com/dp/B07JDFPQTC,"Clothing, Shoes & Jewelry",#17,"Gildan Mens Crew T-Shirts, Multipack, Style G1100",$22.99,"318,250",4.6 out of 5 stars
317,B09JFV7HHY,https://www.amazon.com/dp/B09JFV7HHY,"Clothing, Shoes & Jewelry",#18,J.VER Men's Dress Shirts Solid Long Sleeve Stretch Wrinkle-Free Formal Shirt Business Casual Button Down Shirts,$19.99,"30,709",4.5 out of 5 stars
318,B079PL1L5G,https://www.amazon.com/dp/B079PL1L5G,"Clothing, Shoes & Jewelry",#19,Amazon Essentials Women's Regular-Fit Long-Sleeve Crewneck T-Shirt (Available in Plus Size),$9.50,"29,864",4.3 out of 5 stars
319,B0F6VKZ4FB,https://www.amazon.com/dp/B0F6VKZ4FB,"Clothing, Shoes & Jewelry",#20,LetsJoli Bras for Women Supportive Wireless Push Up Bra Full Coverage No Underwear Seamless Plus Size for Older Women,$17.99,"2,554",4.1 out of 5 stars
320,B07MKKQ8QP,https://www.amazon.com/dp/B07MKKQ8QP,"Clothing, Shoes & Jewelry",#21,"Gildan unisex-adult Fleece Crewneck Sweatshirt, Style G18000, Multipack",$7.45,"3,359",4.5 out of 5 stars
321,B075ZZF47B,https://www.amazon.com/dp/B075ZZF47B,"Clothing, Shoes & Jewelry",#22,"Gildan Ultra Cotton T-Shirt, Style G2000, Multipack",$11.08,"107,059",4.5 out of 5 stars
322,B0169P8TGQ,https://www.amazon.com/dp/B0169P8TGQ,"Clothing, Shoes & Jewelry",#23,"Hanes Women’s EcoSmart Fleece Petite Sweatpants, Open Bottom Sweatpants, Petite, 28.5''",$6.76,"96,093",4.0 out of 5 stars
323,B0CG5P42QH,https://www.amazon.com/dp/B0CG5P42QH,"Clothing, Shoes & Jewelry",#24,G4Free Yoga Pants Women Wide Leg Pants with Pockets High Waist Stretch Dress Casual Sweatpants Petite/Regular/Tall,N/A,"8,788",4.4 out of 5 stars
324,B0BW93QZK5,https://www.amazon.com/dp/B0BW93QZK5,"Clothing, Shoes & Jewelry",#25,Trendy Queen Womens Long Sleeve T Shirts Fall Fashion 2025 Basic Crop Tops Going Out Outfits Y2k Clothes,$8.39,"5,585",4.4 out of 5 stars
325,B002GHC19I,https://www.amazon.com/dp/B002GHC19I,"Clothing, Shoes & Jewelry",#26,Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt (Also Available in Big & Tall),$19.99,"121,196",4.6 out of 5 stars
326,B00UCO2PF2,https://www.amazon.com/dp/B00UCO2PF2,"Clothing, Shoes & Jewelry",#27,frawirshau Women's Lace Up Boned Overbust Corset Bustier Lingerie Bodyshaper Top,N/A,"17,961",4.0 out of 5 stars
327,B0D4YCXF8Q,https://www.amazon.com/dp/B0D4YCXF8Q,"Clothing, Shoes & Jewelry",#28,AUTOMET Long Sleeve Shirts Basic Tops,$9.99,"2,028",4.5 out of 5 stars
328,B0BHV8PQ2K,https://www.amazon.com/dp/B0BHV8PQ2K,"Clothing, Shoes & Jewelry",#29,VEBZIN Sexy Sparkly Fishnets Stockings Jeweled High Waist Fishnet Tights for Women Rhinestone Party Pantyhose,$7.10,"5,307",4.4 out of 5 stars
329,B0CFWKMK2L,https://www.amazon.com/dp/B0CFWKMK2L,"Clothing, Shoes & Jewelry",#30,"Hstyle 6 Pairs of Ruffle Socks Women, Cute Ruffle Ankle Socks",$9.99,"2,078",4.6 out of 5 stars
330,B0BHZT5S12,https://www.amazon.com/dp/B0BHZT5S12,Computers & Accessories,#1,"Amazon Fire HD 10 tablet, built for relaxation, 10.1"" vibrant Full HD screen, octa-core processor, 3 GB RAM, 32 GB, Black",N/A,"33,501",4.5 out of 5 stars
331,B0DZD9S5GC,https://www.amazon.com/dp/B0DZD9S5GC,Computers & Accessories,#2,"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",N/A,"3,266",4.8 out of 5 stars
332,B0BQLLB61B,https://www.amazon.com/dp/B0BQLLB61B,Computers & Accessories,#3,"Anker USB C Hub, 5-in-1 USBC to HDMI Splitter with 4K Display, 1 x Powered USB-C 5Gbps & 2×Powered USB-A 3.0 5Gbps Data Ports for MacBook Pro, MacBook Air, Dell and More",EUR 25.71,"14,542",4.4 out of 5 stars
333,B0BL8WSCH3,https://www.amazon.com/dp/B0BL8WSCH3,Computers & Accessories,#4,"Amazon Fire 7 Kids tablet (newest model) ages 3-7. Top-selling 7"" kids tablet on Amazon. Includes ad-free and exclusive content, easy parental controls, 10-hr battery, 16 GB, Purple",N/A,"28,608",4.4 out of 5 stars
334,B0BL6DCNGR,https://www.amazon.com/dp/B0BL6DCNGR,Computers & Accessories,#5,"Amazon Fire HD 10 Kids Pro tablet (newest model) ages 6-12. Bright 10.1"" HD screen, includes ad-free content, robust parental controls, 13-hr battery and slim case for older kids, 32 GB, Nebula",N/A,"8,017",4.6 out of 5 stars
335,B0B1HJ666G,https://www.amazon.com/dp/B0B1HJ666G,Computers & Accessories,#6,"Mac Book Pro Charger - 118W USB C Charger Fast Charger Compatible with MacBook pro/Air, M1 M2 M3 M4, ipad Pro, Samsung Galaxy and More, Include Charge Cable",EUR 23.00,"5,186",4.4 out of 5 stars
336,B09PRB1MZM,https://www.amazon.com/dp/B09PRB1MZM,Computers & Accessories,#7,"TP-Link Deco X55 AX3000 WiFi 6 Mesh System - Covers up to 6500 Sq.Ft, Replaces Wireless Router and Extender, 3 Gigabit Ports per Unit, Supports Ethernet Backhaul, Deco X55(3-Pack)",EUR 120.00,"15,888",4.4 out of 5 stars
337,B085VQVPJK,https://www.amazon.com/dp/B085VQVPJK,Computers & Accessories,#8,"Amazon eero 6 mesh wifi extender - Add up to 1,500 sq. ft. of Wi-Fi 6 coverage to your existing eero mesh wifi network",N/A,"27,381",4.4 out of 5 stars
338,B089T1SX32,https://www.amazon.com/dp/B089T1SX32,Computers & Accessories,#9,Charger Compatible with HP Laptop Computer 65W 45W Smart Blue Tip Power Adapter,N/A,"7,430",4.6 out of 5 stars
339,B0CVDN4QS6,https://www.amazon.com/dp/B0CVDN4QS6,Computers & Accessories,#10,"Amazon Fire HD 8 tablet (newest model), 8” HD Display, 3GB memory, 32GB, designed for portable entertainment, Black",N/A,"6,253",4.5 out of 5 stars
340,B09TD2HVVQ,https://www.amazon.com/dp/B09TD2HVVQ,Computers & Accessories,#11,"SightPro Magnetic Privacy Screen for MacBook Pro 14 Inch (2021-2024, M1, M2, M3, M4, Pro, Max) Removable Laptop Privacy Filter Shield and Protector",N/A,"4,687",4.3 out of 5 stars
341,B0BR3M8XHK,https://www.amazon.com/dp/B0BR3M8XHK,Computers & Accessories,#12,"UGREEN Revodok 105 USB C Hub 5 in 1 Multiport Adapter 4K HDMI, 100W Power Delivery, 3 USB-A Data Ports, USB C Dongle for MacBook Pro/Air, iPad Pro, iMac, iPhone 16 Pro/Pro Max, XPS, Thinkpad",EUR 10.28,"21,661",4.6 out of 5 stars
342,B0BRKGYMV1,https://www.amazon.com/dp/B0BRKGYMV1,Computers & Accessories,#13,GKLSPL 65W USB C Laptop Charger Compatible with Dell Laptop and More USB Type C Power Adapter,EUR 8.56,"2,085",4.4 out of 5 stars
343,B0B88T5RDY,https://www.amazon.com/dp/B0B88T5RDY,Computers & Accessories,#14,"TP-Link Deco XE75 AXE5400 Tri-Band WiFi 6E Mesh System - Wi-Fi up to 7200 Sq.Ft, Engadget Rated Best Mesh for Most People, Replaces WiFi Router and Extender, AI-Driven Mesh New 6GHz Band, 3-Pack",EUR 197.16,"7,751",4.3 out of 5 stars
344,B08H8ZLKKK,https://www.amazon.com/dp/B08H8ZLKKK,Computers & Accessories,#15,"TP-Link AX1800 WiFi 6 Router V4 (Archer AX21) – Dual Band Wireless Internet, Gigabit, Easy Mesh, Works with Alexa - A Certified for Humans Device, Free Expert Support",EUR 51.43,"22,867",4.4 out of 5 stars
345,B08LVD89GV,https://www.amazon.com/dp/B08LVD89GV,Computers & Accessories,#16,"Charger for MacBook Air MacBook Pro 13 14 15 16 inch 2025 2024 2023 2022 2021 2020, M1 M2 M3 M4 Laptop 70W USB C Power Adapter, iPad, LED, 6.6FT USB-C Cable, Charging as Fast as Original Quality",EUR 21.59,"4,814",4.5 out of 5 stars
346,B0DZDBWM5B,https://www.amazon.com/dp/B0DZDBWM5B,Computers & Accessories,#17,"Apple 2025 MacBook Air 15-inch Laptop with M4 chip: Built for Apple Intelligence, 15.3-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue",N/A,"1,239",4.8 out of 5 stars
347,B09GHV6G55,https://www.amazon.com/dp/B09GHV6G55,Computers & Accessories,#18,Dell 65W USB-C Laptop Charger for XPS and Latitude 5000 - Power Cord Included,EUR 19.97,"2,285",4.4 out of 5 stars
348,B0BTD871Y3,https://www.amazon.com/dp/B0BTD871Y3,Computers & Accessories,#19,"USB C Docking Station Dual HDMI Monitor, USB C to Dual HDMI Adapter with 2HDMI Ports, PD Charging, SD/TF, USB A&C 3.0 Ports, Laptop Docking Station for Dell XPS/HP/Lenovo/Surface/Yoga etc",N/A,"21,117",4.4 out of 5 stars
349,B0B4SBR4RN,https://www.amazon.com/dp/B0B4SBR4RN,Computers & Accessories,#20,"65W Charger Compatible with Microsoft Surface Pro 11, 10, 9, 8, 7+, 7, 6, 5, 4, 3, X, Power Adapter for Windows Surface Laptop 7/6/5/4/3/2/1, Go Tablet, Book 3/2/1, Support 44W, 36W, LED, 10FT",EUR 23.14,"3,812",4.6 out of 5 stars
350,B0874M3KW4,https://www.amazon.com/dp/B0874M3KW4,Computers & Accessories,#21,"Anker Laptop Docking Station Dual Monitor, 8-in-1 USB C Hub, 4K Dual Monitor with 2 HDMI, 1 Gbps Ethernet Hub, 85W Power Delivery, SD Card Reader for MacBook Pro, XPS and More (Charger not Included)",N/A,"5,680",4.3 out of 5 stars
351,B0DLBTPDCS,https://www.amazon.com/dp/B0DLBTPDCS,Computers & Accessories,#22,"Apple 2024 Mac mini Desktop Computer with M4 chip with 10‑core CPU and 10‑core GPU: Built for Apple Intelligence, 16GB Unified Memory, 256GB SSD Storage, Gigabit Ethernet. Works with iPhone/iPad",N/A,"1,672",4.8 out of 5 stars
352,B08G84P8ZX,https://www.amazon.com/dp/B08G84P8ZX,Computers & Accessories,#23,"Tonmom Laptop Stand for Desk, Adjustable Laptop Riser ABS+Silicone Foldable Portable Notebook Holder, Ventilated Cooling Notebook Mount Computer Stand for 10-15.6” Laptops,Tablets-Black",EUR 7.71,"14,603",4.5 out of 5 stars
353,B084GTH5LL,https://www.amazon.com/dp/B084GTH5LL,Computers & Accessories,#24,"TP-Link Deco S4 Mesh AC1900 WiFi System - Up to 5,500 Sq.ft. Coverage, Replaces WiFi Router and Extender, Gigabit Ports, Works with Alexa, Deco S4(3-Pack)",EUR 77.14,"29,837",4.4 out of 5 stars
354,B0D1DFS9ZQ,https://www.amazon.com/dp/B0D1DFS9ZQ,Computers & Accessories,#25,"Amazon Fire HD 8 Kids tablet (newest model), ages 3-7. With bright 8"" HD screen. Includes ad-free and exclusive content, parental controls and 13-hr battery, 32GB, Blue",N/A,"2,682",4.6 out of 5 stars
355,B0B5TNSJKF,https://www.amazon.com/dp/B0B5TNSJKF,Computers & Accessories,#26,"Peslv Magnetic Privacy Screen for Macbook Air 13.6/13 Inch (2022-2025, M2, M3, M4), Removable Matte Anti Glare Blue Light Protector Private Security Filter for 13.6inch Mac Laptop Computer",EUR 20.82,"3,351",4.3 out of 5 stars
356,B0D1DMSV9G,https://www.amazon.com/dp/B0D1DMSV9G,Computers & Accessories,#27,"Amazon Fire HD 8 Kids Pro tablet (newest model), ages 6-12. Bright 8"" HD screen, includes ad-free content, parental controls, 13-hr battery, slim case for older kids, 32GB, Hello Teal",N/A,"3,106",4.6 out of 5 stars
